,sentence,label
32522,남자친구가 마마보이 같아.,3
6313,수능 점수가 진학하고싶은 대학이 요구하는 점수보다 한참 부족해.,0
21291,낼 한화 승 기아 엘쥐 패하면 재밋어지겟다 ㅋㅋ,2
38558,내가 가도 구명조끼를 입고 있는데 발견하기 그렇게 힘듭니까라는 개소리는 하지 않는다,3
55473,쥐도새도 모르게 섬으로 끌려갑니다!!!!!!!!!!!!!!,1
8989,세상 떠난 누나를 볼 수 없어서 슬퍼. 노년에는 편하게 살겠다 싶었는데 안타까워.,0
12877,저랑400일을앞두고 바람나서 헤어졌네요.,0
55212,다시 저는 누군가를 사랑할 수 있을까요,1
22644,오빠가 상받엇을때가 엊그제같은데ㅠㅠ,2
11975,이렇게 기사에 나올때마다유족분들은 진짜 속뒤집어지겠다.,0
18761,친구가 사준 로또가 당첨됐어.,2
15464,나 여자친구 생겼어.,2
49513,처음 입사한 회사에서 자꾸 실수해. 난 이 회사에 도움이 안 되나 봐.,1
9539,오늚다이어트3일째..,0
54036,살빼봣는대 헬스로는걱정이되서요..,1
6879,내가 몸이 아프니 별생각이 다 나네.,0
45859,내 친구는 그림을 정말 잘 그리는데 난 미술 실력이 형편없을까?,1
28424,요새 마음이 불편하고 기분도 오락가락하고 잘 알 수가 없어.,3
6281,나 정말 어떻게 해야할지 모르겠어 온 감정이 마비된것 같아.,0
43424,오늘 여자친구 때문에 당황스러웠어.,1
28876,월급은 똑같이 받는데 누구는 일찍 퇴근하고 누구는 매일 야근이네.,3
33983,시험 치뤘는데 분명 내가 정답인데 오답을 정답으로 평가하는데 너무 화나.,3
35896,이번 중간고사에서 내 동생보다 성적이 안 좋아. 공부 못 하는 내가 싫어.,3
3921,우리 아들이 피아노 좀 잘 쳤으면 좋겠는데 재능이 없는 거 같아 속상해.,0
49921,아빠가 과음하시고 엄마를 때렸어. 아무것도 하지 못하고 울면서 지켜보기만 해서 미안해.,1
17622,그동안 아내가 나 몰래 우리 노후 준비를 끝냈다고 해서 기뻐.,2
12921,아무리 끊고 싶어서 끊는다 해도 후회되겠죠???,0
28356,친구가 약속 시간 직전에 갑자기 약속을 취소했어.,3
39770,그러나 반드시 검찰도 수사 및 김기춘 우병우 라인에 대한 대수술의 칼을 들이대야 할것이다.,3
50351,공부하기 싫어 중학교 때 자퇴했는데 학력 때문에 취업에 실패하니 부모님께 죄송하네.,1
16893,내가 곧 은퇴를 하게 됐어. 근데 그런 와중 아내에게 감사한 일이 생겼어.,2
41786,노답 노답 나이값 조또못하는 어버이 연합,3
8645,친구가 과민성 대장 증후군 때문에 시험에 집중을 못 해 낙제했어. 친구가 너무 안쓰럽고 슬퍼.,0
44750,여태껏 노후 준비를 제대로 하지 않은 내 스스로가 참 초라해.,1
56516,무척 떨리네요..,1
34998,순간의 선택이 평생을 좌우한다는 말 있잖아. 그 말에 동감해.,3
25138,요리의 신세계를 알게 되었네요,2
8325,나이 먹으니까 몸이 점점 나빠져서 생활하기 더 힘들어져.,0
33253,요즘 직장에서 짜증을 잘 내게 되는 것 같아.,3
34503,나 요즘 너무 힘들고 괴로워.,3
1113,이번에 지원한 기업에 또 서류탈락을 해서 너무 속상해.,0
16584,나는 정말 운이 좋아. 세상에서 제일 좋은 직장 선배를 만났거든.,2
13654,보고 온곳 다 궁합이 안좋게 나왔어요.,0
17749,이번에 같이 인사 드리러 갔을 때 결혼 이야기가 나와서 부모님이 허락해주셔서 정말 기뻤어.,2
22381,특검화이팅!!!응원하고있습니다,2
35786,내가 신체장애가 있어서 일을 구하기 힘들어. 어떻게 하면 좋을까?,3
26629,요즘 부모님이 많이 싸우셔서 힘들었는데 내 친구 덕분에 기분이 한결 나아졌어.,2
12679,요세너무우울하네요ㅜ,0
11249,이런건 좀 배워야된다,0
51363,프로젝트가 무산돼서 팀원들이 너무 속상해할 것 같아.,1
41504,어휴 뻔뻔하고 가증스런 년들!!!!!!,3
17931,학교폭력위원회에서 증언하기 무서워하던 친구가 마음을 바꿔서 증언해주기로 했대. 너무 기뻐!,2
37632,자율주행차 들어와서 자동차 노조가 망해봐야 조작질 않고 열심히 살지,3
34683,몸이 여기저기 아프니 나 자신이 싫어.,3
46043,고삼 딸이 대학을 가야 하는데 레슨비가 너무 비싸서 당황스러워.,1
48363,나도 언니같이 공부를 잘 하고 싶어.,1
11222,현직 대통령이 대놓고 자기당 대통령 후보 지지할 수 도 있고.. 역시 미국 민주주의 답다....,0
46209,호흡기가 안 좋아서 지하철에서 자꾸 기침을 하는데 걱정이 돼.,1
25077,흥분되고~꼴리고!?? 이사람껀~~,2
12559,친구들 보기도 이젠 창피하고..,0
35934,학교 친구들이 따돌려서 그냥 죽어버리고 싶어.,3
19919,나 이번에 새로 나온 핸드폰 샀는데 애들이 부러워하겠지!,2
38713,겨우 저런 것들이 교수라고..,3
27620,나 취직했어. 꼭 가고 싶던 회사여서 너무 좋아.,2
44958,나의 질환이 나를 남보다 추하게 만드는 것 같아서 열등감이 들어.,1
51925,딸이 내 말을 듣지 않아서 화가 나서 나도 모르게 딸을 한 대 때렸는데 너무 마음이 안 좋네.,1
20431,학교폭력은 무슨 일이 있어도 이겨낼 수 있어!,2
10783,조리원에서 퇴소하면 모유로만 먹여야 하는데 너무 힘드네요,0
55633,얼마뒤 해외출장을 가게 된 신입사원입니다.,1
31687,김 부장이 나를 기만했어. 어떻게 복수해야 할지 몰라서 화가 나.,3
964,최근에 사귀던 여자친구랑 헤어졌어. 정말 눈물이 나네.,0
14889,나는 노후 걱정이 없어. 아주 편안해.,2
36294,부모님께 독립해서 살아야 하는데 그러고 싶지 않아서 내가 무능력해 보여.,3
10453,물이안나오네요...,0
23191,오이 오라버니 내한하면 공항에서 노숙할꾸야ㅜㅠㅠㅜㅜ,2
16094,오늘은 이십 년간 부어 오던 적금의 만기 날이야.,2
33587,병원에서 의사가 나에게 억지를 부리며 수술을 요구하는 상황이야. 너무 화가 나네.,3
17858,엄마는 항상 나에게 진실을 이야기 해 주셔.,2
44924,고혈압이 있어서 음식을 가려 먹어야 되는데 신경을 안 쓰는 내가 한심해.,1
20205,나를 때렸던 친구에게 사과를 받아서 매우 기뻐.,2
49038,고교 동창이 다녀갔어.,1
56225,마음의 준비를 해야할까요,1
13442,진경이때문에 가끔 봤었는데..,0
8734,딸이 왕따를 당해서 우울증에 걸렸는데 내가 신경 써주지 못한 것 같아 너무 미안해.,0
46632,어려서부터 친한 친구와 오해가 생겨 서먹해졌어.,1
1361,오늘 첫 월급을 받았는데 너무 작아. 만족스럽지 않아.,0
54943,정권 바뀌면 뽕년과 함께 죽은 목숨이다...,1
29705,요즘 자꾸 부정적인 생각만 드네.,3
22702,어린친구들한테 배워야 할 점이 많다,2
43236,남자친구랑 결혼하는데 걔한테 빚이 있는 걸 알았어. 너무 당황스러운데 어쩌면 좋지?,1
54438,말이 인격이라굽쇼 ?,1
11051,근데 또 너무 잘해줘서 미안할정도로 잘해줘서더 미안해요...,0
16103,직장에서 여러 사람과 생활하다 보니 다양한 일들을 겪게 되는 것 같아.,2
15692,나 학점도 좋고 자격 조건도 회사 인재상에 맞아서 그 회사 붙을 수 있을 것 같다! 완전 자신 있어.,2
2534,날 괴롭히던 애는 결국 하나도 바뀌지 않았어. 학폭위가 왜 열렸는가 싶어.,0
46540,동네 사람들이 다른 사람의 말만 듣고 오해해서 모두 나를 손가락질했어.,1
33666,큰아들이 결혼하는데 집을 사달라고 해서 화가 나.,3
57067,"태어난지 두달도 넘었고.더운날씨에 신생아처럼 꽁꽁묶어놀수도없고,.",1
50901,남편의 건강에 문제가 생겼어. 모든 것이 내 탓인 것 같아서 자꾸 미안함과 죄책감이 들어,1
754,날씨가 오랜만에 정말 좋네. 산책하고 싶다.,0
25212,Happy brithday to you~!,2
56844,이제 부산에서 촛불은 동구청 앞에서 하는걸로 합시다,1
24527,김현수 선수 계속 활약 이어가주세요!!^^/~/,2
34345,걱정되는 일이 있어. 많이 신경이 쓰여.,3
19081,시험을 생각보다 잘 봐서 다행이야.,2
27596,요즘 처와 딸 사이가 좋아지는 것 같아서 다행이야.,2
34931,사회에서 더 이상 나를 필요로 하지 않아.,3
32366,돈을 벌기만 했지 내가 마지막으로 쓴 게 언젠지 기억도 안 나. 조금 허무하네.,3
39638,국민의 이름으로 법정 최고형에 처해야한다,3
31460,툭하면 나한테 화를 쏟아내는 상사가 있는데 이젠 나한테 말 거는 것도 싫어.,3
47499,내가 분명 선생님 가정방문 하는 날이라고 얘기했는데 엄마가 왜 얘기 안 했냐면서 나한테 화를 내. 너무 억울해!,1
50345,내가 장애가 있어서 공부하기가 너무 어려워. 부모님한테도 죄송하고 그래.,1
13281,네덜전은 박종훈이 딱인데 우규민이잘해낼지 그리고 이태양이 영구제명 아쉽다,0
15379,직장 동료들이 성과를 잘 내어 주고 있어서 든든해.,2
14605,손주 학교 체육대회에서 함께 달리기를 하게 되어 너무 설렌다.,2
27391,나는 멋진 음악가가 되기로 마음먹었어.,2
12339,지금은아니지만 예전에 시아버님이 간암에 걸리셨었거든요,0
32656,친구들이 성가시게 계속 술 먹자고하네. 바빠죽겠는데.,3
18683,드디어 오늘 내가 부모님께 효도했다.,2
4929,이제껏 준비한 수능시험 다 망했어.,0
48862,자식들과의 소원한 관계가 지속되니 나 혼자 풀 수 없는 큰문제야.,1
43837,나보다 못한 친구가 나보다 먼저 취업했어. 난 진짜 잘하는 게 뭘까?,1
48975,다 나를 무시해.,1
37016,그렇게 살지마라 사람쳐죽여놓고 뭐하는거냐?,3
6658,나이가 들어 벌써 퇴직이라네.,0
49679,또 자해를 했어. 왜 그랬을까 나 자신이 너무 싫어.,1
11187,제가 너무바보같은질문하는건지...,0
1000,사람을 만나고 사귀는 것이 무슨 의미가 있나 싶어. 다 부질없는 일인 것 같아.,0
17255,거래처에 서류를 보내려고 했는데 그 전에 잘못된 점을 발견해서 다행이야.,2
3059,오늘은 역시나 우울하네.,0
37956,쓰레기언론사인 조선 중앙 동아 한겨레 SBS YTN 이 먼저 퇴진하면 안되겠니?,3
56364,진짜 미래가 없어보이고 너무 위태로워보임.,1
18073,오래 준비한 회사에 최종합격했어. 부모님이 많이 좋아하시겠지?,2
55055,장거리 커플이신 분들 조언좀 부탁해요 ㅠㅠ,1
49539,나는 완벽함에 대한 강박증이 있어. 회사 업무에도 완벽을 추구하다 보니 스트레스가 커.,1
19628,올해는 여자친구와 꼭 결혼 할 수 있도록 모든 게 준비되어있어서 자신감이 생겨.,2
7273,당뇨 때문에 식단조절을 하는 엄마가 매일 내게 짜증을 내. 그런 엄마가 너무 안쓰러워.,0
7304,가족이 싸우게 됐는데 내가 그만 부정적으로 대처하는 바람에 마음에 걸려서 슬퍼.,0
6353,친구가 학교폭력을 당하는데 아무것도 해줄 수 없어서 비참해.,0
5336,서울생활이 너무 답답해서 이사 가고 싶어.,0
2652,아내가 어제 나에게 위암이라고 삼 년 만에 말해서 너무 슬퍼.,0
5051,나이가 드니 점점 은퇴를 고민해야 하는데 이럴꺼면 자영업을 할걸그랬어.,0
19894,이번 프로젝트만 잘 마치면 승진이 될 것 같아. 그렇게 믿어.,2
50090,노화로 인해 돈도 못 벌고 자식들한테 제대로 된 교육을 시켜줄 수가 없어.,1
47423,나이가 드니까 친구가 무슨 소용인가 싶어. 가족도 몸뚱이 밖에 없는 나를 버리는 상황에. 사람들이 너무 싫다.,1
30815,우리 부서 직원들은 내가 인턴이라고 나를 거의 없는 취급해!,3
44500,내 남편이 나와 가장 친한 친구와 바람을 피우는 것을 나만 모르고 있었다는 게 충격이야.,1
2994,나는 언니 동생이랑 멀어진 것 같아.,0
52179,퇴근하고 집에 갔는데 아무도 없어.,1
32454,조기 은퇴를 신청했는데 허가가 빨리 안 떨어지네.,3
39651,기자가 돈먹었네.. 이런 놈잡아다. 족쳐라!,3
7800,야구 연습을 하다가 어깨 인대가 찢어져서 병원에 갔는데 부모님이 오시지 않아서 슬퍼.,0
5062,건강하지 못하니까 우울감도 같이 들어.,0
30174,경비로 일하다가 허리 수술을 받고 복귀했는데 아파트 부녀회장이 계속해서 눈치를 줘.,3
14561,컴퓨터를 아주 어렵게 배웠는데 이젠 주변 노인들한테 알려줄 수 있게 됐어.,2
6845,젊을 때와 비교해서 만성 질환도 심해지고 반응 속도 같은 것도 느려지는 게 체감이 돼. 그래서 나이 들면 운전도 그만둬야 하나 봐.,0
32753,요새 짜증이 정말 많이 나.,3
15670,나 심장 스텐트 삽입 수술을 했는데 수술도 잘되고 회복도 잘 되어서 퇴원했어.,2
9193,하 우울한주말이네요,0
36999,기다려? 쳐맞고싶냐ㅡㅡ,3
34249,고교 동창 친구의 전화를 받았어. 전화를 받고 기분이 별로 안 좋아.,3
37090,제목만봐도 욕이 절로나오네요,3
46389,남편 장례식에 찾아오는 사람이 많이 없어서 친척들 보기 민망해.,1
1779,친구에게 약을 사 주려고 뛰어가다가 모르고 그 친구를 넘어뜨렸어. 난 그러고 싶지 않았는데 말이야.,0
592,기껏 대학 들어왔는데 갑자기 허무해져서 아무것도 하기가 싫어졌어.,0
40519,싶아 때려죽이고 저잣거리에 내달고 싶다 무당년은 찢어서,3
28007,회사에서 나를 내보내기로 했는지 하고 있는 일을 사사건건 트집을 잡고 있어 괴롭고 화가 나.,3
44351,내 동생은 아직도 취업을 안 했어. 정말 한심해.,1
47933,건강을 위해 살을 빼라고 권유하는 의사가 내가 보기에는 더 위험한 상태 같아서 한심해 보였어.,1
38882,니들한테 학원 넘길 줄 알았어?,3
12783,다 퍼줫는데..왜 상처준사람은 잘지내고 정작 전 이럴까요...,0
19502,혈압수치가 많이 좋아져 한시름 놓아도 된다고 하니 기뻐.,2
38737,박근혜 하야를 지지합니다,3
50388,요즘 마을 사람들이 나를 조금 피하는 것 같아.,1
20206,학교에서 나를 못살게 구는 아이에게 이제 그만하라고 당당하게 말했어. 속이 시원해.,2
33054,오늘 화가 많이 난 일이 있었어.,3
53901,우리나라는 테러나면 용의자라도 추릴수있을라나..,1
9541,저역시도너무힘드네요..,0
54287,"그런데 삶는 빨래 할 때 살균제를 넣으면, 뜨거운 물 때문에안 좋은 화학 물질 나올까요?",1
32791,나는 우리 집이 너무 너무 싫어.,3
13847,가슴한쪽이 너무 아팠는데도 눈물은 안나더라근데...,0
49207,다 내 잘못인 거 같아.,1
29703,회사에서 아주 짜증 나 죽겠어.,3
55682,16살인데 벌써부터 이러면 문제있는거 아닌가요?ㅠㅠ,1
54033,내자신을 바꿀 용기가 안나네요,1
